Issue Type,Patch Info,Key,Summary,Assignee,Reporter,Priority,Status,Resolution,Created,Updated,Due Date
Bug,,PDFBOX-3155,org.apache.pdfbox.util.PDFTextStripper class initialization throws NumberFormatException with recent Verona-enabled Java 9 JVMs,Tilman Hausherr,Uwe Schindler,Critical,Closed,Fixed,12/7/2015 13:45,1/18/2016 12:01,
Bug,,PDFBOX-3156,PDFPrintable generate a java.lang.NegativeArraySizeException error,Tilman Hausherr,Roydor Vincent,Major,Closed,Won't Fix,12/7/2015 14:57,12/7/2015 16:49,
Bug,,PDFBOX-3157,PDOutputIntent has N=3 (RGB) hardcoded,Tilman Hausherr,Tilman Hausherr,Major,Closed,Fixed,12/7/2015 19:56,1/18/2016 12:01,
Improvement,,PDFBOX-3158,Add constructor with BufferedImage to PDVisibleSignDesigner,Tilman Hausherr,Tilman Hausherr,Major,Closed,Fixed,12/8/2015 19:18,3/17/2016 19:08,
Bug,,PDFBOX-3159,Checkout fails on PasswordSample-128bit.pdf because of Virus scanner,Tilman Hausherr,Philip Helger,Major,Closed,Cannot Reproduce,12/9/2015 13:07,12/9/2015 18:26,
Bug,,PDFBOX-3160,Problem with org.apache.xmpbox.DateConverter,Tilman Hausherr,Timur Kamalov,Major,Closed,Fixed,12/10/2015 15:40,7/27/2016 19:44,
Improvement,,PDFBOX-3161,No glyph for U+0009 in font ArialUnicodeMS,Unassigned,Ravi Teja,Critical,Closed,Not A Problem,12/11/2015 12:33,12/14/2015 6:10,
Bug,,PDFBOX-3162,IllegalStateException in TTFSubsetter,Andreas Lehmkühler,Philip Helger,Major,Closed,Not A Problem,12/12/2015 18:06,11/29/2016 14:00,
Improvement,,PDFBOX-3163,PDImageXObject.createFromFile should relies on header bytes,Tilman Hausherr,Benjamin Gamard,Major,Closed,Fixed,12/13/2015 18:17,3/17/2016 19:08,
Bug,,PDFBOX-3164,XFDF annotations partially incorrectly applied to existing PDF or exceptions when parsing,Tilman Hausherr,Matthias Stoll,Major,Closed,Fixed,12/14/2015 21:50,3/17/2016 19:06,
Bug,,PDFBOX-3165,Tab characters in PDTextField cause error when using .flatten(),Maruan Sahyoun,Aaron Eischeid,Major,Closed,Fixed,12/14/2015 22:34,3/25/2017 18:12,
Bug,,PDFBOX-3166,Unwanted spaces before number in chinese text extraction,Tilman Hausherr,Gang Luo,Major,Closed,Not A Problem,12/16/2015 8:25,12/23/2015 14:36,
Bug,,PDFBOX-3167,IllegalArgumentException: dash lengths all zero,Tilman Hausherr,simon steiner,Major,Closed,Fixed,12/16/2015 9:00,3/17/2016 19:07,
Bug,,PDFBOX-3168,Embedded TTF subsets are not compressed,Unassigned,Philip Helger,Major,Closed,Not A Problem,12/16/2015 10:50,12/18/2015 16:01,
Bug,,PDFBOX-3169,SaveIncremental does not work without signature,Thomas Chojecki,Thomas Chojecki,Major,Closed,Fixed,12/16/2015 13:39,3/17/2016 19:07,
Bug,,PDFBOX-3170,Created PDF does not open in Adobe Reader DC,Andreas Lehmkühler,Philip Helger,Minor,Closed,Invalid,12/16/2015 17:56,1/5/2016 10:53,
Bug,,PDFBOX-3171,Image extraction is slow,Unassigned,Igor,Major,Closed,Not A Problem,12/18/2015 8:36,12/18/2015 10:24,
Bug,,PDFBOX-3172,PDPage.getContentStreams() always returns empty when content stream field is an array,Tilman Hausherr,Sherwood Wang,Major,Closed,Fixed,12/19/2015 19:01,3/17/2016 19:07,
Bug,,PDFBOX-3173,Signature dictionary is not decrypted in encrypted files,Tilman Hausherr,Tilman Hausherr,Major,Closed,Fixed,12/22/2015 11:18,1/18/2016 12:01,
Bug,,PDFBOX-3174,"Get errormessage ""FlateFilter: stop reading corrupt stream due to a DataFormatException"" by extracting text from pdf-file",Tilman Hausherr,Josef Sigritz,Major,Closed,Not A Problem,12/29/2015 17:13,12/29/2015 17:28,
Bug,,PDFBOX-3175,PDFTextStreamEngine probably miscalculates text height,Tilman Hausherr,Leo,Major,Closed,Fixed,12/30/2015 1:40,3/17/2016 19:07,
Improvement,,PDFBOX-3176,Add a removeRegion method in PDFTextSTripperByArea class,Tilman Hausherr,Praveer,Major,Closed,Fixed,12/30/2015 13:01,1/18/2016 12:01,
Improvement,,PDFBOX-3177,Change some modifiers from private to protected in PDFTextStripper Class,Tilman Hausherr,Praveer,Major,Closed,Not A Problem,12/30/2015 13:24,1/3/2016 23:41,
Improvement,,PDFBOX-3178,Make PDFTextStreamEngine class public,Unassigned,Leo,Trivial,Closed,Duplicate,12/31/2015 10:21,1/1/2016 2:55,
Bug,,PDFBOX-3179,"PDDocument.load() Error: Expected a long type at offset 2, instead got 'DF-1.4'",Andreas Lehmkühler,Jedrzej Majko,Major,Closed,Fixed,1/2/2016 14:26,3/17/2016 19:08,
Sub-task,,PDFBOX-3180,"PDFBOX-3058 Text extraction garbled in this file, was OK in 1.8",Unassigned,Tilman Hausherr,Major,Closed,Duplicate,1/2/2016 22:04,1/2/2016 22:24,
Bug,,PDFBOX-3181,java.lang.ArrayIndexOutOfBoundsException: Coordinate out of bounds! in org.apache.pdfbox.pdmodel.graphics.image.LosslessFactory.createFromImage,Tilman Hausherr,Paolo Clerici,Major,Closed,Fixed,1/4/2016 11:04,3/17/2016 19:08,
Bug,,PDFBOX-3182,Image not rendered,Unassigned,Larregoity,Minor,Closed,Duplicate,1/5/2016 10:38,1/5/2016 18:21,
Bug,,PDFBOX-3183,Thin strokes (hairline),Unassigned,Cornelis Hoeflake,Major,Open,Unresolved,1/6/2016 14:51,1/6/2016 18:07,
Bug,,PDFBOX-3184,Throwing in PDType1Font.encode for chars above 255 is wrong.,Andreas Lehmkühler,Maaartinus,Major,Closed,Fixed,1/6/2016 15:30,3/17/2016 19:06,
Bug,,PDFBOX-3185,PDFRenderer generates blank image,Unassigned,Johan Walter,Major,Closed,Not A Problem,1/7/2016 15:16,1/8/2016 9:36,
Sub-task,,PDFBOX-3186,PDFBOX-3058 Parsing fails when XRef stream object is 1 byte later,Andreas Lehmkühler,Tilman Hausherr,Major,Closed,Fixed,1/8/2016 21:41,3/17/2016 19:07,
Bug,,PDFBOX-3187,NullPointerException CFFParser,Andreas Lehmkühler,simon steiner,Major,Closed,Fixed,1/11/2016 10:59,3/17/2016 19:08,
Bug,,PDFBOX-3188,"java.io.IOException: Error: source PDF is encrypted, can't append encrypted PDF documents",Tilman Hausherr,Vincent,Major,Closed,Fixed,1/11/2016 12:14,3/17/2016 19:08,
Bug,,PDFBOX-3189,java.io.IOException is thrown from both NonSequentialPDFParser and PDFParser,Andreas Lehmkühler,Yauheni Salopiy,Major,Closed,Fixed,1/11/2016 15:27,3/17/2016 19:06,
Bug,,PDFBOX-3190,Links don't work in firefox,Tilman Hausherr,Simon Stratmann,Minor,Closed,Fixed,1/11/2016 17:23,1/18/2016 12:01,
Bug,,PDFBOX-3191,"PDFDebugger does not handle cancelling of ""Open URL"" dialog",Tilman Hausherr,Petr Slaby,Trivial,Closed,Fixed,1/12/2016 10:10,3/17/2016 19:07,
Improvement,,PDFBOX-3192,Animal sniffer maven plugin doesn't detect non java 5 api usage within the 1.8 branch,Andreas Lehmkühler,Andreas Lehmkühler,Major,Open,Unresolved,1/12/2016 11:27,11/28/2016 21:38,
Bug,,PDFBOX-3193,New NPE in PDFBox 1.8.11-rc1 in Acroform PDCheckbox's isChecked(),Tilman Hausherr,Tim Allison,Major,Closed,Fixed,1/13/2016 14:02,1/18/2016 12:01,
Bug,,PDFBOX-3194,Print problem: checkboxes are printed with a number (4) instead of a check,Unassigned,Joseph Jezerinac,Major,Closed,Implemented,1/15/2016 2:41,1/16/2016 1:20,
Bug,,PDFBOX-3195,ExtractText add space at start of text,Andreas Lehmkühler,simon steiner,Major,Closed,Fixed,1/15/2016 15:17,3/17/2016 19:06,
Improvement,,PDFBOX-3196,Update maven plugins and apache parent pom,Andreas Lehmkühler,Andreas Lehmkühler,Major,Closed,Fixed,1/17/2016 12:36,4/25/2016 17:24,
Test,,PDFBOX-3197,Loading Unicode fonts on Jdk 1.5,Unassigned,Ravi Teja,Major,Closed,Not A Problem,1/18/2016 14:16,1/18/2016 17:39,
New Feature,,PDFBOX-3198,Visible Signature N2 layer,Unassigned,Frank Cornelis,Minor,Open,Unresolved,1/18/2016 19:52,6/6/2017 16:01,
Bug,,PDFBOX-3199,JPEG input file not closed when creating PDImageXObject,Tilman Hausherr,Tilman Hausherr,Major,Closed,Fixed,1/19/2016 11:52,3/17/2016 19:07,
Improvement,,PDFBOX-3200,Performance improvement in PDPageContentStream.setFont,Tilman Hausherr,Philip Helger,Minor,Closed,Fixed,1/19/2016 17:13,3/17/2016 19:06,
Bug,,PDFBOX-3201,Skip zlib-header and checksum to avoid DataFormatException,Andreas Lehmkühler,Andreas Lehmkühler,Major,Closed,Fixed,1/20/2016 17:25,3/17/2016 19:07,
Improvement,,PDFBOX-3202,Rename structure element setter of PDOutlineItem,Tilman Hausherr,Frank Becker,Trivial,Closed,Fixed,1/20/2016 21:58,3/17/2016 19:07,
Bug,,PDFBOX-3203,Fractional font sizes are reported scaled,Tilman Hausherr,Dirk Groeneveld,Major,Closed,Fixed,1/21/2016 20:06,3/17/2016 19:07,
Bug,,PDFBOX-3204,JVM crashes on PDFRenderer.renderImageWithDPI,Unassigned,Amos Ng,Major,Closed,Fixed,1/21/2016 22:31,3/17/2016 19:07,
Bug,,PDFBOX-3205,"How Can i fix this message ""unsupported/disabled operation: i""",Unassigned,Jae Soon Kim,Major,Closed,Implemented,1/22/2016 5:18,1/22/2016 9:07,
Bug,,PDFBOX-3206,Cannot change converted image's DPI,Tilman Hausherr,Jae Soon Kim,Major,Closed,Not A Problem,1/22/2016 10:10,1/22/2016 15:44,
Improvement,,PDFBOX-3207,Allow addFirst and addLast to add Items with siblings,Unassigned,Frank Becker,Minor,Closed,Won't Fix,1/22/2016 17:17,1/28/2016 19:37,
Sub-task,,PDFBOX-3208,PDFBOX-3058 The trailer rebuild mechnism doesn't work,Andreas Lehmkühler,Andreas Lehmkühler,Major,Closed,Fixed,1/23/2016 17:28,3/17/2016 19:07,
Bug,,PDFBOX-3209,Overlay class does not work with in-memory PDFs,Andreas Lehmkühler,Philip Helger,Major,Closed,Fixed,1/23/2016 23:48,3/17/2016 19:07,
Test,,PDFBOX-3210,How can i convert PDF to TIFF files or JPEG2000,Unassigned,Jae Soon Kim,Major,Closed,Invalid,1/25/2016 2:04,1/25/2016 7:33,
Bug,,PDFBOX-3211,How can i convert PDF to TIFF files or JPEG2000,Unassigned,Jae Soon Kim,Major,Closed,Not A Problem,1/25/2016 9:14,1/25/2016 10:36,
New Feature,,PDFBOX-3212,PDPageContentStream - give possibility to prepend content,Unassigned,Philip Helger,Major,Closed,Duplicate,1/25/2016 11:25,1/25/2016 12:17,
Bug,,PDFBOX-3213,when Convert tiff files to pdf,Unassigned,Jae Soon Kim,Major,Closed,Invalid,1/26/2016 2:28,1/26/2016 2:43,
Bug,,PDFBOX-3214,"When convert tiff files to pdf, i've got some error",Unassigned,Jae Soon Kim,Major,Closed,Not A Problem,1/26/2016 2:36,1/26/2016 18:32,
Bug,,PDFBOX-3215,"Exception in thread ""main"" java.io.IOException: expected='>' actual='2' at offset",Unassigned,Vincent,Critical,Open,Unresolved,1/26/2016 7:37,1/26/2016 8:01,
Bug,,PDFBOX-3216,Problems containing certain fonts,Unassigned,Sumit Jha,Minor,Closed,Implemented,1/26/2016 17:23,1/29/2016 20:48,
Bug,,PDFBOX-3217,PdfaExtensionHelper.populatePDFAPropertyType,Tilman Hausherr,Tilman Hausherr,Major,Closed,Fixed,1/27/2016 22:33,3/17/2016 19:07,
Bug,,PDFBOX-3218,"PDFMergerUtility improperly merges AcroForms, causing some forms to break",Maruan Sahyoun,Rees Byars,Major,Open,Unresolved,1/27/2016 22:42,8/31/2016 8:34,
Bug,,PDFBOX-3219,Suggestion for log4j.xml example inside preflight source,Tilman Hausherr,Tilman Hausherr,Major,Closed,Fixed,1/30/2016 12:55,3/17/2016 19:06,
Bug,,PDFBOX-3220,"successfully convert PDF to Image in java but In the Image, there is nothing",Unassigned,Jae Soon Kim,Major,Closed,Not A Problem,2/1/2016 2:00,2/1/2016 7:41,
Bug,,PDFBOX-3221,/TR /TR2 Transfer function not implemented,Tilman Hausherr,Tilman Hausherr,Major,Closed,Fixed,2/1/2016 22:30,3/17/2016 19:07,
Wish,,PDFBOX-3222,PDFBox app return values,Unassigned,Vincent,Major,Closed,Cannot Reproduce,2/2/2016 15:14,2/11/2016 11:16,
Bug,,PDFBOX-3223,Glyphs garbled when rendering,Andreas Lehmkühler,Tilman Hausherr,Major,Closed,Duplicate,2/2/2016 17:43,2/7/2016 16:40,
Improvement,,PDFBOX-3224,Cache Font Bounding Boxes for Performance in Text Extraction,Tilman Hausherr,Tom Callahan,Major,Closed,Fixed,2/2/2016 21:25,3/17/2016 19:08,
Bug,,PDFBOX-3225,Please delete old releases from mirroring system,Andreas Lehmkühler,Sebb,Major,Closed,Fixed,2/2/2016 22:48,2/3/2016 18:39,
Bug,,PDFBOX-3226,No such Element Exception processing File,Andreas Lehmkühler,Stefan Schmaltz,Major,Closed,Fixed,2/4/2016 11:08,3/17/2016 19:07,
Bug,,PDFBOX-3227,Impossible to sign merged PDFs through stream only,Unassigned,Thierry Boschat,Major,Closed,Not A Problem,2/8/2016 14:40,2/11/2016 13:26,
Bug,,PDFBOX-3228,Jbig2 with JBIG2-Image-Decoder,Unassigned,ccouturi,Minor,Closed,Invalid,2/9/2016 13:40,2/9/2016 18:42,
Bug,,PDFBOX-3229,Decryption fails when Metadata not encrypted but EncryptMetadata is true/default.,Tilman Hausherr,Pat Hickey,Minor,Closed,Fixed,2/10/2016 22:14,3/17/2016 19:07,
Bug,,PDFBOX-3230,Can't cast CosObject to CosStream when it is a Stream,Unassigned,Diego Rodrigues Azevedo,Major,Closed,Not A Problem,2/11/2016 18:19,2/11/2016 19:03,
Improvement,,PDFBOX-3231,Update PDPropBuildDataDict,Tilman Hausherr,Petras,Major,Closed,Fixed,2/15/2016 9:12,3/17/2016 19:08,
Bug,,PDFBOX-3232,PDF created from a template remains to be saved,Unassigned,Marco Monacelli,Critical,Closed,Not A Problem,2/15/2016 9:16,2/15/2016 17:13,
Wish,,PDFBOX-3233,Create default resources with cache,Tilman Hausherr,Isto Nikula,Minor,Closed,Fixed,2/16/2016 6:40,3/17/2016 19:06,
Improvement,,PDFBOX-3234,Rename check box field type to match PDF 2.0 specification,Maruan Sahyoun,Maruan Sahyoun,Minor,Closed,Fixed,2/16/2016 14:56,3/17/2016 19:06,
Bug,,PDFBOX-3235,ColorSpace validation fails for inlined image,Tilman Hausherr,Petras,Major,Closed,Fixed,2/17/2016 11:09,4/25/2016 17:24,
Bug,,PDFBOX-3236,Out Of Memory exception during converting PDF to PNG,Unassigned,Ilya Scherbakov,Critical,Closed,Not A Problem,2/17/2016 13:03,2/18/2016 18:41,
Bug,,PDFBOX-3237,ASCII85Filter does not use or recognize the correct end-of-data terminator,Tilman Hausherr,Jeff Skaistis,Major,Closed,Fixed,2/17/2016 19:14,3/17/2016 19:06,
Bug,,PDFBOX-3238,Page resources are not inherited from an ancestor node in the page tree,Unassigned,Evgeny Chesnokov,Major,Open,Unresolved,2/18/2016 10:51,3/25/2017 18:13,
Bug,,PDFBOX-3239,PDFTextStripper parses document as empty,Unassigned,Vojtech Knyttl,Major,Closed,Not A Problem,2/18/2016 20:48,2/23/2016 18:51,
Bug,,PDFBOX-3240,Missing Type for standard type 1 fonts,Andreas Lehmkühler,Andrea Vacondio,Trivial,Closed,Fixed,2/19/2016 11:06,3/17/2016 19:07,
Wish,,PDFBOX-3241,return original PDF Header,Tilman Hausherr,Tilman Hausherr,Major,Closed,Fixed,2/19/2016 20:15,4/25/2016 17:24,
Bug,,PDFBOX-3242,Problem displaying document created by PDFBox 2.0RC3 in Acrobat Reader,Tilman Hausherr,Tilman Hausherr,Major,Closed,Fixed,2/20/2016 20:35,3/17/2016 19:07,
Bug,,PDFBOX-3243,Lost font after merge,Unassigned,Matthias Braun,Major,Open,Unresolved,2/22/2016 10:50,3/25/2017 18:12,
Bug,,PDFBOX-3244,New signature invalidates previous signature,Unassigned,Luca Battistelli,Blocker,Closed,Won't Fix,2/22/2016 17:29,2/24/2016 19:15,
Improvement,,PDFBOX-3245,Add fill and stroke operators,Tilman Hausherr,Tilman Hausherr,Major,Closed,Fixed,2/22/2016 17:54,3/17/2016 19:07,
Bug,,PDFBOX-3246,Rendering PDF containing Jpeg2000 with red color,Unassigned,Tilman Hausherr,Major,Open,Unresolved,2/22/2016 21:22,2/24/2016 19:13,
Bug,,PDFBOX-3247,Merging fails on certain pdfs with form-fields,Unassigned,Marco Wettstein,Critical,Open,Unresolved,2/23/2016 15:59,2/23/2016 20:06,
Bug,,PDFBOX-3248,Unwanted spaces in text extraction (2),Unassigned,Tilman Hausherr,Major,Open,Unresolved,2/25/2016 17:06,5/2/2017 17:32,
Bug,,PDFBOX-3249,PDAnnotationMarkup.getInReplyTo throws exception when no element,Tilman Hausherr,Tilman Hausherr,Major,Closed,Fixed,2/25/2016 17:57,3/17/2016 19:08,
Bug,,PDFBOX-3250,Possible errors in TrueType table 'name' parsing.,Andreas Lehmkühler,Vladimir Dubrov,Minor,Closed,Fixed,2/25/2016 18:55,3/17/2016 19:07,
Improvement,,PDFBOX-3251,Improve parsing and validation of ColorSpace for inline image,Tilman Hausherr,Petras,Major,Closed,Fixed,2/26/2016 9:17,4/25/2016 17:24,
Bug,,PDFBOX-3252,java.lang.ExceptionInInitializerError in PDFBox,Tilman Hausherr,Luiz F Estivalet,Major,Closed,Fixed,2/26/2016 15:32,3/17/2016 19:06,
Bug,,PDFBOX-3253,Close all COSStreams when creating a new pdf,Andreas Lehmkühler,Andreas Lehmkühler,Major,Closed,Fixed,2/28/2016 16:10,3/17/2016 19:08,
Bug,,PDFBOX-3254,Corrupted XMP causes java.lang.StringIndexOutOfBoundsException,Tilman Hausherr,Antoine Ribes,Major,Closed,Fixed,2/29/2016 12:49,3/17/2016 19:08,
Wish,,PDFBOX-3255,Reasonable way to handle missing characters in font,Unassigned,Christian Brandt,Major,Open,Unresolved,2/29/2016 13:32,3/10/2016 22:15,
Bug,,PDFBOX-3256,Trailer Validation error PDF/A1-b,Unassigned,Davide Silvestri,Major,Closed,Not A Problem,3/1/2016 13:55,3/13/2016 11:24,
Bug,,PDFBOX-3257,XMPSchemaBasic setCreateDate and setModifyDate don't work if already set,Tilman Hausherr,Svetlozar Argirov,Minor,Closed,Fixed,3/2/2016 8:21,4/25/2016 17:24,
Bug,,PDFBOX-3258,XMPBox XMPBasicSchema setters don't work if already set,Tilman Hausherr,Tilman Hausherr,Major,Closed,Fixed,3/2/2016 18:30,3/17/2016 19:07,
Bug,,PDFBOX-3259,ClassCastException in PDTilingPattern.getContents,Tilman Hausherr,Tilman Hausherr,Major,Closed,Fixed,3/3/2016 19:07,3/17/2016 19:07,
Bug,,PDFBOX-3260,"IOException ""head is mandatory"" when importing a TTF file",Unassigned,John Aylward,Major,Closed,Not A Problem,3/7/2016 19:33,3/10/2016 10:39,
New Feature,,PDFBOX-3261,Add methods for text spacing and space spacing to allow text justification,Unassigned,Dan Fickling,Minor,Closed,Incomplete,3/8/2016 14:18,3/13/2016 23:33,
Improvement,,PDFBOX-3262,AcroForm flattening will cause hidden fields become visible,Maruan Sahyoun,Christian Brandt,Minor,Closed,Fixed,3/8/2016 14:26,3/25/2017 18:12,
Bug,,PDFBOX-3263,Overlaying 2 pdfs corrupts cross-reference stream,Andreas Lehmkühler,Tilman Hausherr,Major,Closed,Fixed,3/9/2016 20:40,5/3/2016 19:56,
Sub-task,,PDFBOX-3264,PDFBOX-3058 One 32kb truncated file causes OOM in 2.0.0-trunk,Andreas Lehmkühler,Tim Allison,Minor,Closed,Fixed,3/10/2016 15:28,3/17/2016 19:06,
Sub-task,,PDFBOX-3265,PDFBOX-3058 Rare new NPE in 2.0.0-trunk,Unassigned,Tim Allison,Minor,Open,Unresolved,3/11/2016 1:17,3/28/2016 14:54,
Bug,,PDFBOX-3266,Overlay doesn't work anymore,Andreas Lehmkühler,Andreas Lehmkühler,Major,Closed,Fixed,3/11/2016 7:17,3/17/2016 19:07,
Bug,,PDFBOX-3267,Using threads results in different images,Andreas Lehmkühler,simon steiner,Major,Closed,Fixed,3/11/2016 12:14,3/25/2017 18:12,
Bug,,PDFBOX-3268,Corners of stroked type are inaccurate when rendered as an image,Tilman Hausherr,Jon Wu,Major,Closed,Fixed,3/11/2016 16:02,3/17/2016 19:07,
Bug,,PDFBOX-3269,Corners of stroked type are inaccurate when rendered as an image,Unassigned,Jon Wu,Major,Closed,Duplicate,3/11/2016 16:04,3/11/2016 16:34,
Bug,,PDFBOX-3270,Corners of stroked type are inaccurate when rendered as an image,Unassigned,Jon Wu,Major,Closed,Duplicate,3/11/2016 16:36,3/11/2016 16:46,
Bug,,PDFBOX-3271,Incomplete widths array for CID-fonts,Andreas Lehmkühler,Andreas Lehmkühler,Major,Closed,Fixed,3/13/2016 10:33,3/17/2016 19:08,
Bug,,PDFBOX-3272,Loaded fonts file descriptors open after closing document,Andreas Lehmkühler,Gregor Ambrozic,Major,Closed,Fixed,3/14/2016 9:06,3/25/2017 18:13,
Bug,,PDFBOX-3273,Fonts not rendered correctly,Andreas Lehmkühler,Jacopo Pugliese,Major,Closed,Fixed,3/14/2016 13:08,3/25/2017 18:13,
Bug,,PDFBOX-3274,Unreadable PDF print,Unassigned,Arthur Vuijk,Major,Closed,Won't Fix,3/15/2016 21:27,3/17/2016 0:13,
Improvement,,PDFBOX-3275,Show glyph bounds in DrawPrintTextLocations,Tilman Hausherr,Tilman Hausherr,Major,Closed,Fixed,3/17/2016 17:24,3/25/2017 18:12,
Bug,,PDFBOX-3276,Double encryption dictionary for files with XRef stream,Tilman Hausherr,Tilman Hausherr,Major,Closed,Fixed,3/17/2016 19:29,3/25/2017 18:13,
Bug,,PDFBOX-3277,Unable to write Chinese characters into PDF,Unassigned,Tiruppathi Rajan Gunaseelan,Major,Closed,Fixed,3/18/2016 6:45,3/18/2016 11:47,
Improvement,,PDFBOX-3278,"""Throws IOException"" in PDFTextStripper constructor is useless",Unassigned,Nicolas M,Trivial,Closed,Invalid,3/18/2016 9:43,3/25/2017 18:13,
Bug,,PDFBOX-3279,PDDocument.importPage creates two inputstreams,Andreas Lehmkühler,Cornelis Hoeflake,Major,Closed,Fixed,3/21/2016 15:58,3/25/2017 18:12,
Bug,,PDFBOX-3280,PDDocument.importPage does not deep clone source page,Unassigned,Cornelis Hoeflake,Major,Open,Unresolved,3/21/2016 17:25,3/25/2017 18:12,
Bug,,PDFBOX-3281,HTML output wrongly specifies UTF-16 in header,Andreas Lehmkühler,Aaron Madlon-Kay,Major,Closed,Fixed,3/22/2016 4:36,3/25/2017 18:12,
New Feature,,PDFBOX-3282,Enable setting org.apache.pdfbox.printing.Scaling in PDFPageable,Unassigned,Martin Withake,Major,Closed,Invalid,3/22/2016 14:38,3/25/2016 17:14,
Improvement,,PDFBOX-3283,Include publishing date on website,Andreas Lehmkühler,Danny Kirchmeier,Minor,Closed,Fixed,3/22/2016 15:51,3/26/2016 12:38,
Bug,,PDFBOX-3284,Big Pdf parsing to text - Out of memory,Unassigned,Nicolas Daniels,Major,Open,Unresolved,3/22/2016 16:03,3/25/2017 18:13,
Bug,,PDFBOX-3285,All lines that use a given font stop rendering if 'ö' is inserted - ArrayIndexOutOfBoundsException in TTFSubFont.buildPostTable,Tilman Hausherr,Samuel Clark,Major,Closed,Fixed,3/22/2016 19:06,4/25/2016 17:24,
Bug,,PDFBOX-3286,Think I found a bad constant (TTF) value and constant use in PDFBox source,Andreas Lehmkühler,Christophe Bouchon,Minor,Closed,Fixed,3/23/2016 10:22,3/25/2017 18:12,
Bug,,PDFBOX-3288,https://github.com/apache/pdfbox/blob/93339a0fb36c2cfd80e4837cc4c4206bf3a3877a/tools/src/test/java/org/apache/pdfbox/tools/imageio/TestImageIOUtils.java#L69,Unassigned,Alexandros Karargyris,Major,Closed,Invalid,3/23/2016 20:44,3/24/2016 18:05,
Bug,,PDFBOX-3287,COSStream has been closed and cannot be read. Perhaps its enclosing PDDocument has been closed?,Unassigned,Alexandros Karargyris,Critical,Open,Unresolved,3/23/2016 20:52,3/25/2016 16:17,
Improvement,,PDFBOX-3289,Wrong unit MM_PER_INCH in PDRectangle,Tilman Hausherr,Dmitry Zvorygin,Minor,Closed,Fixed,3/24/2016 6:47,3/25/2017 18:12,
Improvement,,PDFBOX-3290,Replace icon font with SVG,Maruan Sahyoun,Maruan Sahyoun,Minor,Closed,Fixed,3/25/2016 18:10,3/26/2016 8:43,
Improvement,,PDFBOX-3291,Add 1.8.11 api docs to website,Maruan Sahyoun,Maruan Sahyoun,Minor,Closed,Fixed,3/26/2016 8:47,3/30/2016 14:40,
Bug,,PDFBOX-3292,"Error reading stream, expected='endstream' actual='' in non-truncated files",Andreas Lehmkühler,Tim Allison,Minor,Closed,Fixed,3/28/2016 19:27,3/25/2017 18:12,
Bug,,PDFBOX-3293,Chinese font glyphs with overlapping paths not rendered correctly,Unassigned,Pei-Tang Huang,Major,Open,Unresolved,3/29/2016 3:34,6/8/2017 15:58,
Bug,,PDFBOX-3294,"After loading pdf through PDFRenderer(pdf), We are trying to take the first page and convert that into preview image, but it is sometimes gets out of memory.",Unassigned,Vijay,Blocker,Closed,Not A Problem,3/29/2016 5:37,3/29/2016 16:50,
Improvement,,PDFBOX-3295,Improve parsing performance of object streams,Andreas Lehmkühler,Andreas Lehmkühler,Major,Closed,Fixed,3/29/2016 20:32,3/25/2017 18:13,
Bug,,PDFBOX-3296,No Unicode mapping for math fonts in scientific papers,Andreas Lehmkühler,Puking Robot,Major,Closed,Not A Problem,3/30/2016 11:26,4/8/2016 6:50,
Bug,,PDFBOX-3297,Infinite loop,Tilman Hausherr,Cheng Chen,Major,Closed,Fixed,3/30/2016 21:47,3/25/2017 18:12,
Bug,,PDFBOX-3298,Can't show text (glyph) from ZapfDingbats font,Tilman Hausherr,Friedwin Fleischmann,Major,Closed,Fixed,3/31/2016 8:35,3/25/2017 18:13,
Bug,,PDFBOX-3299,TIFF-files with FillOrder=2 can't be converted to PDF,Tilman Hausherr,Christofer,Major,Closed,Fixed,3/31/2016 9:45,3/25/2017 18:13,
Bug,,PDFBOX-3300,Space rendered as missing glyph,Andreas Lehmkühler,Tilman Hausherr,Major,Closed,Fixed,3/31/2016 17:08,3/25/2017 18:13,
Bug,,PDFBOX-3301,NPE in PDAcroForm.flatten if a widget doesn't contain a /P entry,Maruan Sahyoun,Maruan Sahyoun,Major,Closed,Fixed,4/1/2016 7:03,3/25/2017 18:12,
Sub-task,,PDFBOX-3302,PDFBOX-3017 Explicit support for certification signatures,Tilman Hausherr,Alexandre Yantouri,Major,Closed,Fixed,4/1/2016 16:11,5/15/2017 20:28,
Bug,,PDFBOX-3303,setWidgets should set connection to parent,Tilman Hausherr,Tilman Hausherr,Major,Closed,Fixed,4/2/2016 12:06,3/25/2017 18:13,
Bug,,PDFBOX-3304,Euro char is not rendered using external Symbol font.,Unassigned,Vladimir Dubrov,Minor,Open,Unresolved,4/2/2016 14:24,4/4/2016 10:21,
Improvement,,PDFBOX-3305,PDPageContentStream should allow drawing images at current position,John Hewson,Michele Balistreri,Minor,Closed,Fixed,4/4/2016 11:20,3/25/2017 18:12,
Bug,,PDFBOX-3306,SCALE_TO_FIT with DPI yields incorrect margins,Tilman Hausherr,Tres Finocchiaro,Major,Closed,Fixed,4/4/2016 13:55,3/25/2017 18:12,
Improvement,,PDFBOX-3307,Enable AES128 encryption,Tilman Hausherr,Tilman Hausherr,Major,Closed,Fixed,4/4/2016 16:45,3/25/2017 18:12,
